,lts,endtime,dst_name,ttr,dst_addr,src_addr,paris_id,result,msm_id,prb_id,timestamp,from,stored_timestamp,hop_1_rtt_mean,ASN,system,timezone,msk_time
16718,1,1707399511,gov.ru,53.133782,95.173.128.89,10.237.140.138,3,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.583}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.48}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.507}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.69}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.514}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 9.037}]}, {'hop': 3, 'result': [{'x': '*'}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.595}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.865}]}, {'hop': 4, 'result': [{'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.756}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.731}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.599}]}, {'hop': 5, 'result': [{'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.621}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 28.989}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.751}]}, {'hop': 6, 'result': [{'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.336}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.531}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.466}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 11, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707399434,213.242.63.247,1707399623,0.5233333333333333,12389,system: V3,3.0,2024-02-08 16:40:23
17210,20,1707401305,gov.ru,28.648853,95.173.128.90,10.237.140.138,4,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.455}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.397}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.484}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.478}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 29.566}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.33}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.709}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.573}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.712}]}, {'hop': 4, 'result': [{'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.638}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.852}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 29.135}]}, {'hop': 5, 'result': [{'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 47.061}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.095}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 30.4}]}, {'hop': 6, 'result': [{'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.344}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.353}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.513}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 11, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707401233,213.242.63.247,1707401495,0.44533333333333336,12389,system: V3,3.0,2024-02-08 17:11:35
17701,39,1707403115,gov.ru,41.500254,95.173.128.89,10.237.140.138,5,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.463}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.407}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.457}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.511}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 5.102}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.226}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.905}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.838}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.681}]}, {'hop': 4, 'result': [{'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 34.767}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.608}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.669}]}, {'hop': 5, 'result': [{'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.445}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.279}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.122}]}, {'hop': 6, 'result': [{'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.489}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.279}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.467}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 11, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707403042,213.242.63.247,1707403221,0.4423333333333333,12389,system: V3,3.0,2024-02-08 17:40:21
18192,21,1707404909,gov.ru,41.750117,95.173.128.89,10.237.140.138,6,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.428}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.426}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.369}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.526}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.918}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.321}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.838}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.696}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 4.113}]}, {'hop': 4, 'result': [{'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.671}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.649}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.978}]}, {'hop': 5, 'result': [{'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 21.01}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.958}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 21.002}]}, {'hop': 6, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707404836,213.242.63.247,1707405005,0.4076666666666666,12389,system: V3,3.0,2024-02-08 18:10:05
18683,16,1707406706,gov.ru,41.907799,95.173.128.89,10.237.140.138,7,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.434}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.377}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.368}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.569}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.427}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.242}]}, {'hop': 3, 'result': [{'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 2.465}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 3.029}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.819}]}, {'hop': 4, 'result': [{'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 13.689}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 18.012}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 13.545}]}, {'hop': 5, 'result': [{'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 13.949}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 68.345}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 13.887}]}, {'hop': 6, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707406634,213.242.63.247,1707406815,0.39299999999999996,12389,system: V3,3.0,2024-02-08 18:40:15
19174,2,1707408515,gov.ru,42.267907,95.173.128.89,10.237.140.138,8,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.443}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.382}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.441}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.528}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.267}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.467}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.236}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.712}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.699}]}, {'hop': 4, 'result': [{'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.841}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.605}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 22.751}]}, {'hop': 5, 'result': [{'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 21.073}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.936}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 21.022}]}, {'hop': 6, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707408443,213.242.63.247,1707408609,0.422,12389,system: V3,3.0,2024-02-08 19:10:09
19665,75,1707410310,gov.ru,29.033244,95.173.128.90,10.237.140.138,9,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.478}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.42}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.382}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.527}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 6.638}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.284}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.999}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.407}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.531}]}, {'hop': 4, 'result': [{'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 21.022}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.635}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.77}]}, {'hop': 5, 'result': [{'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 22.709}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.826}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.803}]}, {'hop': 6, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707410237,213.242.63.247,1707410428,0.4266666666666666,12389,system: V3,3.0,2024-02-08 19:40:28
20156,27,1707412108,gov.ru,24.518112,95.173.128.90,10.237.140.138,10,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.421}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.373}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.4}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.511}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.287}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.38}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.183}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.847}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.707}]}, {'hop': 4, 'result': [{'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.809}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.865}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 21.742}]}, {'hop': 5, 'result': [{'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 21.164}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.775}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 20.992}]}, {'hop': 6, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707412036,213.242.63.247,1707412205,0.39799999999999996,12389,system: V3,3.0,2024-02-08 20:10:05
20647,6,1707413918,gov.ru,29.147413,95.173.128.89,10.237.140.138,11,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.461}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.441}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.373}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.538}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.415}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.282}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.239}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.138}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.256}]}, {'hop': 4, 'result': [{'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 21.11}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 21.182}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.895}]}, {'hop': 5, 'result': [{'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 21.019}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 25.748}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 21.32}]}, {'hop': 6, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707413846,213.242.63.247,1707414090,0.425,12389,system: V3,3.0,2024-02-08 20:41:30
21138,25,1707415710,gov.ru,43.766879,95.173.128.89,10.237.140.138,12,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.457}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.384}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.456}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.894}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.307}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.444}]}, {'hop': 3, 'result': [{'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 1.954}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 2.341}, {'from': '217.107.123.120', 'ttl': 253, 'size': 28, 'rtt': 2.025}]}, {'hop': 4, 'result': [{'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 13.481}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 13.521}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 13.466}]}, {'hop': 5, 'result': [{'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 14.345}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 13.892}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 14.799}]}, {'hop': 6, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707415638,213.242.63.247,1707415887,0.4323333333333333,12389,system: V3,3.0,2024-02-08 21:11:27
21629,35,1707417519,gov.ru,44.005067,95.173.128.89,10.237.140.138,13,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.473}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.376}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.472}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.5}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.42}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.314}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.816}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.698}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.639}]}, {'hop': 4, 'result': [{'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.845}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.868}, {'from': '188.128.126.245', 'ttl': 253, 'size': 28, 'rtt': 20.615}]}, {'hop': 5, 'result': [{'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 21.12}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 21.019}, {'from': '46.61.162.26', 'ttl': 252, 'size': 28, 'rtt': 21.127}]}, {'hop': 6, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707417446,213.242.63.247,1707417696,0.4403333333333333,12389,system: V3,3.0,2024-02-08 21:41:36
22120,69,1707419306,gov.ru,43.428559,95.173.128.89,10.237.140.138,14,"[{'hop': 1, 'result': [{'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.428}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.373}, {'from': '10.237.140.137', 'ttl': 64, 'size': 76, 'rtt': 0.515}]}, {'hop': 2, 'result': [{'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.581}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 14.217}, {'from': '213.242.48.1', 'ttl': 254, 'size': 28, 'rtt': 1.417}]}, {'hop': 3, 'result': [{'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.96}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 1.774}, {'from': '217.107.123.86', 'ttl': 253, 'size': 28, 'rtt': 2.491}]}, {'hop': 4, 'result': [{'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.655}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 22.699}, {'from': '188.128.126.253', 'ttl': 253, 'size': 28, 'rtt': 21.664}]}, {'hop': 5, 'result': [{'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.246}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.184}, {'from': '188.128.72.2', 'ttl': 252, 'size': 28, 'rtt': 29.231}]}, {'hop': 6, 'result': [{'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.739}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.38}, {'from': '95.173.133.147', 'ttl': 252, 'size': 28, 'rtt': 24.329}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 11, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}]",67531313,10059,1707419233,213.242.63.247,1707419406,0.4386666666666666,12389,system: V3,3.0,2024-02-08 22:10:06
